Log file open, 03/08/23 14:51:18
[2023.03.08-13.52.11:582][ 61]LogBlueprintUserMessages: [DayNightCycle_C_1] -147.137632
[2023.03.08-13.52.11:595][ 62]LogBlueprintUserMessages: [DayNightCycle_C_1] -147.250013
[2023.03.08-13.52.11:607][ 63]LogBlueprintUserMessages: [DayNightCycle_C_1] -147.375841
[2023.03.08-13.52.11:620][ 64]LogBlueprintUserMessages: [DayNightCycle_C_1] -147.499838
[2023.03.08-13.52.11:631][ 65]LogBlueprintUserMessages: [DayNightCycle_C_1] -147.625065
[2023.03.08-13.52.11:643][ 66]LogBlueprintUserMessages: [DayNightCycle_C_1] -147.738981
[2023.03.08-13.52.11:655][ 67]LogBlueprintUserMessages: [DayNightCycle_C_1] -147.855091
[2023.03.08-13.52.11:667][ 68]LogBlueprintUserMessages: [DayNightCycle_C_1] -147.976227
[2023.03.08-13.52.11:682][ 69]LogBlueprintUserMessages: [DayNightCycle_C_1] -148.100424
[2023.03.08-13.52.11:694][ 70]LogBlueprintUserMessages: [DayNightCycle_C_1] -148.250389
[2023.03.08-13.52.11:706][ 71]LogBlueprintUserMessages: [DayNightCycle_C_1] -148.372135
[2023.03.08-13.52.11:717][ 72]LogBlueprintUserMessages: [DayNightCycle_C_1] -148.489017
[2023.03.08-13.52.11:729][ 73]LogBlueprintUserMessages: [DayNightCycle_C_1] -148.601713
[2023.03.08-13.52.11:741][ 74]LogBlueprintUserMessages: [DayNightCycle_C_1] -148.725109
[2023.03.08-13.52.11:752][ 75]LogBlueprintUserMessages: [DayNightCycle_C_1] -148.841944
[2023.03.08-13.52.11:764][ 76]LogBlueprintUserMessages: [DayNightCycle_C_1] -148.957577
[2023.03.08-13.52.11:777][ 77]LogBlueprintUserMessages: [DayNightCycle_C_1] -149.076395
[2023.03.08-13.52.11:789][ 78]LogBlueprintUserMessages: [DayNightCycle_C_1] -149.206123
[2023.03.08-13.52.11:800][ 79]LogBlueprintUserMessages: [DayNightCycle_C_1] -149.318819
[2023.03.08-13.52.11:811][ 80]LogBlueprintUserMessages: [DayNightCycle_C_1] -149.431648
[2023.03.08-13.52.11:826][ 81]LogBlueprintUserMessages: [DayNightCycle_C_1] -149.54587
[2023.03.08-13.52.11:838][ 82]LogBlueprintUserMessages: [DayNightCycle_C_1] -149.700336
[2023.03.08-13.52.11:849][ 83]LogBlueprintUserMessages: [DayNightCycle_C_1] -149.811897
[2023.03.08-13.52.11:860][ 84]LogBlueprintUserMessages: [DayNightCycle_C_1] -149.928656
[2023.03.08-13.52.11:873][ 85]LogBlueprintUserMessages: [DayNightCycle_C_1] -150.039568
[2023.03.08-13.52.11:885][ 86]LogBlueprintUserMessages: [DayNightCycle_C_1] -150.163097
[2023.03.08-13.52.11:897][ 87]LogBlueprintUserMessages: [DayNightCycle_C_1] -150.290956
[2023.03.08-13.52.11:908][ 88]LogBlueprintUserMessages: [DayNightCycle_C_1] -150.405807
[2023.03.08-13.52.11:919][ 89]LogBlueprintUserMessages: [DayNightCycle_C_1] -150.518675
[2023.03.08-13.52.11:932][ 90]LogBlueprintUserMessages: [DayNightCycle_C_1] -150.631084
[2023.03.08-13.52.11:943][ 91]LogBlueprintUserMessages: [DayNightCycle_C_1] -150.755663
[2023.03.08-13.52.11:955][ 92]LogBlueprintUserMessages: [DayNightCycle_C_1] -150.867901
[2023.03.08-13.52.11:969][ 93]LogBlueprintUserMessages: [DayNightCycle_C_1] -150.985394
[2023.03.08-13.52.11:980][ 94]LogBlueprintUserMessages: [DayNightCycle_C_1] -151.12793
[2023.03.08-13.52.11:992][ 95]LogBlueprintUserMessages: [DayNightCycle_C_1] -151.240664
[2023.03.08-13.52.12:004][ 96]LogBlueprintUserMessages: [DayNightCycle_C_1] -151.364594
[2023.03.08-13.52.12:015][ 97]LogBlueprintUserMessages: [DayNightCycle_C_1] -151.476974
[2023.03.08-13.52.12:026][ 98]LogBlueprintUserMessages: [DayNightCycle_C_1] -151.591091
[2023.03.08-13.52.12:038][ 99]LogBlueprintUserMessages: [DayNightCycle_C_1] -151.70577
[2023.03.08-13.52.12:049][100]LogBlueprintUserMessages: [DayNightCycle_C_1] -151.821184
[2023.03.08-13.52.12:060][101]LogBlueprintUserMessages: [DayNightCycle_C_1] -151.936274
[2023.03.08-13.52.12:073][102]LogBlueprintUserMessages: [DayNightCycle_C_1] -152.04854
[2023.03.08-13.52.12:084][103]LogBlueprintUserMessages: [DayNightCycle_C_1] -152.177639
[2023.03.08-13.52.12:096][104]LogBlueprintUserMessages: [DayNightCycle_C_1] -152.288494
[2023.03.08-13.52.12:110][105]LogBlueprintUserMessages: [DayNightCycle_C_1] -152.406483
[2023.03.08-13.52.12:123][106]LogBlueprintUserMessages: [DayNightCycle_C_1] -152.548456
[2023.03.08-13.52.12:135][107]LogBlueprintUserMessages: [DayNightCycle_C_1] -152.673349
[2023.03.08-13.52.12:146][108]LogBlueprintUserMessages: [DayNightCycle_C_1] -152.798243
[2023.03.08-13.52.12:158][109]LogBlueprintUserMessages: [DayNightCycle_C_1] -152.912235
[2023.03.08-13.52.12:171][110]LogBlueprintUserMessages: [DayNightCycle_C_1] -153.025265
[2023.03.08-13.52.12:183][111]LogBlueprintUserMessages: [DayNightCycle_C_1] -153.154297
[2023.03.08-13.52.12:194][112]LogBlueprintUserMessages: [DayNightCycle_C_1] -153.279095
[2023.03.08-13.52.12:206][113]LogBlueprintUserMessages: [DayNightCycle_C_1] -153.391619
[2023.03.08-13.52.12:217][114]LogBlueprintUserMessages: [DayNightCycle_C_1] -153.506842
[2023.03.08-13.52.12:229][115]LogBlueprintUserMessages: [DayNightCycle_C_1] -153.622313
[2023.03.08-13.52.12:241][116]LogBlueprintUserMessages: [DayNightCycle_C_1] -153.737478
[2023.03.08-13.52.12:255][117]LogBlueprintUserMessages: [DayNightCycle_C_1] -153.86013
[2023.03.08-13.52.12:267][118]LogBlueprintUserMessages: [DayNightCycle_C_1] -154.004078
[2023.03.08-13.52.12:279][119]LogBlueprintUserMessages: [DayNightCycle_C_1] -154.124842
[2023.03.08-13.52.12:291][120]LogBlueprintUserMessages: [DayNightCycle_C_1] -154.240093
[2023.03.08-13.52.12:303][121]LogBlueprintUserMessages: [DayNightCycle_C_1] -154.360342
[2023.03.08-13.52.12:315][122]LogBlueprintUserMessages: [DayNightCycle_C_1] -154.486399
[2023.03.08-13.52.12:327][123]LogBlueprintUserMessages: [DayNightCycle_C_1] -154.603481
[2023.03.08-13.52.12:339][124]LogBlueprintUserMessages: [DayNightCycle_C_1] -154.726133
[2023.03.08-13.52.12:352][125]LogBlueprintUserMessages: [DayNightCycle_C_1] -154.848108
[2023.03.08-13.52.12:363][126]LogBlueprintUserMessages: [DayNightCycle_C_1] -154.971066
[2023.03.08-13.52.12:376][127]LogBlueprintUserMessages: [DayNightCycle_C_1] -155.088663
[2023.03.08-13.52.12:388][128]LogBlueprintUserMessages: [DayNightCycle_C_1] -155.204668
[2023.03.08-13.52.12:404][129]LogBlueprintUserMessages: [DayNightCycle_C_1] -155.32546
[2023.03.08-13.52.12:416][130]LogBlueprintUserMessages: [DayNightCycle_C_1] -155.484924
[2023.03.08-13.52.12:428][131]LogBlueprintUserMessages: [DayNightCycle_C_1] -155.60586
[2023.03.08-13.52.12:439][132]LogBlueprintUserMessages: [DayNightCycle_C_1] -155.728168
[2023.03.08-13.52.12:451][133]LogBlueprintUserMessages: [DayNightCycle_C_1] -155.842552
[2023.03.08-13.52.12:462][134]LogBlueprintUserMessages: [DayNightCycle_C_1] -155.956306
[2023.03.08-13.52.12:474][135]LogBlueprintUserMessages: [DayNightCycle_C_1] -156.071424
[2023.03.08-13.52.12:486][136]LogBlueprintUserMessages: [DayNightCycle_C_1] -156.18763
[2023.03.08-13.52.12:498][137]LogBlueprintUserMessages: [DayNightCycle_C_1] -156.31217
[2023.03.08-13.52.12:510][138]LogBlueprintUserMessages: [DayNightCycle_C_1] -156.433468
[2023.03.08-13.52.12:522][139]LogBlueprintUserMessages: [DayNightCycle_C_1] -156.55508
[2023.03.08-13.52.12:534][140]LogBlueprintUserMessages: [DayNightCycle_C_1] -156.674147
[2023.03.08-13.52.12:549][141]LogBlueprintUserMessages: [DayNightCycle_C_1] -156.790257
[2023.03.08-13.52.12:561][142]LogBlueprintUserMessages: [DayNightCycle_C_1] -156.943884
[2023.03.08-13.52.12:573][143]LogBlueprintUserMessages: [DayNightCycle_C_1] -157.061644
[2023.03.08-13.52.12:584][144]LogBlueprintUserMessages: [DayNightCycle_C_1] -157.179527
[2023.03.08-13.52.12:595][145]LogBlueprintUserMessages: [DayNightCycle_C_1] -157.295046
[2023.03.08-13.52.12:608][146]LogBlueprintUserMessages: [DayNightCycle_C_1] -157.408934
[2023.03.08-13.52.12:621][147]LogBlueprintUserMessages: [DayNightCycle_C_1] -157.533407
[2023.03.08-13.52.12:632][148]LogBlueprintUserMessages: [DayNightCycle_C_1] -157.661362
[2023.03.08-13.52.12:644][149]LogBlueprintUserMessages: [DayNightCycle_C_1] -157.779455
[2023.03.08-13.52.12:657][150]LogBlueprintUserMessages: [DayNightCycle_C_1] -157.891817
[2023.03.08-13.52.12:669][151]LogBlueprintUserMessages: [DayNightCycle_C_1] -158.021488
[2023.03.08-13.52.12:680][152]LogBlueprintUserMessages: [DayNightCycle_C_1] -158.142614
[2023.03.08-13.52.12:695][153]LogBlueprintUserMessages: [DayNightCycle_C_1] -158.25531
[2023.03.08-13.52.12:707][154]LogBlueprintUserMessages: [DayNightCycle_C_1] -158.40929
[2023.03.08-13.52.12:718][155]LogBlueprintUserMessages: [DayNightCycle_C_1] -158.526535
[2023.03.08-13.52.12:729][156]LogBlueprintUserMessages: [DayNightCycle_C_1] -158.637266
[2023.03.08-13.52.12:741][157]LogBlueprintUserMessages: [DayNightCycle_C_1] -158.752928
[2023.03.08-13.52.12:753][158]LogBlueprintUserMessages: [DayNightCycle_C_1] -158.867226
[2023.03.08-13.52.12:765][159]LogBlueprintUserMessages: [DayNightCycle_C_1] -158.986101
[2023.03.08-13.52.12:777][160]LogBlueprintUserMessages: [DayNightCycle_C_1] -159.109917
[2023.03.08-13.52.12:790][161]LogBlueprintUserMessages: [DayNightCycle_C_1] -159.231672
[2023.03.08-13.52.12:802][162]LogBlueprintUserMessages: [DayNightCycle_C_1] -159.358768
[2023.03.08-13.52.12:813][163]LogBlueprintUserMessages: [DayNightCycle_C_1] -159.478855
[2023.03.08-13.52.12:826][164]LogBlueprintUserMessages: [DayNightCycle_C_1] -159.597616
[2023.03.08-13.52.12:841][165]LogBlueprintUserMessages: [DayNightCycle_C_1] -159.726944
[2023.03.08-13.52.12:854][166]LogBlueprintUserMessages: [DayNightCycle_C_1] -159.881487
[2023.03.08-13.52.12:866][167]LogBlueprintUserMessages: [DayNightCycle_C_1] -160.005665
[2023.03.08-13.52.12:877][168]LogBlueprintUserMessages: [DayNightCycle_C_1] -160.127735
[2023.03.08-13.52.12:889][169]LogBlueprintUserMessages: [DayNightCycle_C_1] -160.242767
[2023.03.08-13.52.12:901][170]LogBlueprintUserMessages: [DayNightCycle_C_1] -160.354671
[2023.03.08-13.52.12:913][171]LogBlueprintUserMessages: [DayNightCycle_C_1] -160.479279
[2023.03.08-13.52.12:925][172]LogBlueprintUserMessages: [DayNightCycle_C_1] -160.595932
[2023.03.08-13.52.12:936][173]LogBlueprintUserMessages: [DayNightCycle_C_1] -160.707874
[2023.03.08-13.52.12:948][174]LogBlueprintUserMessages: [DayNightCycle_C_1] -160.823097
[2023.03.08-13.52.12:959][175]LogBlueprintUserMessages: [DayNightCycle_C_1] -160.938454
[2023.03.08-13.52.12:971][176]LogBlueprintUserMessages: [DayNightCycle_C_1] -161.053581
[2023.03.08-13.52.12:986][177]LogBlueprintUserMessages: [DayNightCycle_C_1] -161.169643
[2023.03.08-13.52.12:999][178]LogBlueprintUserMessages: [DayNightCycle_C_1] -161.320457
[2023.03.08-13.52.13:011][179]LogBlueprintUserMessages: [DayNightCycle_C_1] -161.450558
[2023.03.08-13.52.13:022][180]LogBlueprintUserMessages: [DayNightCycle_C_1] -161.570702
[2023.03.08-13.52.13:034][181]LogBlueprintUserMessages: [DayNightCycle_C_1] -161.687641
[2023.03.08-13.52.13:046][182]LogBlueprintUserMessages: [DayNightCycle_C_1] -161.802711
[2023.03.08-13.52.13:057][183]LogBlueprintUserMessages: [DayNightCycle_C_1] -161.922321
[2023.03.08-13.52.13:070][184]LogBlueprintUserMessages: [DayNightCycle_C_1] -162.040272
[2023.03.08-13.52.13:080][185]LogBlueprintUserMessages: [DayNightCycle_C_1] -162.165127
[2023.03.08-13.52.13:093][186]LogBlueprintUserMessages: [DayNightCycle_C_1] -162.269306
[2023.03.08-13.52.13:106][187]LogBlueprintUserMessages: [DayNightCycle_C_1] -162.397804
[2023.03.08-13.52.13:117][188]LogBlueprintUserMessages: [DayNightCycle_C_1] -162.523861
[2023.03.08-13.52.13:132][189]LogBlueprintUserMessages: [DayNightCycle_C_1] -162.639332
[2023.03.08-13.52.13:143][190]LogBlueprintUserMessages: [DayNightCycle_C_1] -162.787857
[2023.03.08-13.52.13:155][191]LogBlueprintUserMessages: [DayNightCycle_C_1] -162.901669
[2023.03.08-13.52.13:167][192]LogBlueprintUserMessages: [DayNightCycle_C_1] -163.017464
[2023.03.08-13.52.13:178][193]LogBlueprintUserMessages: [DayNightCycle_C_1] -163.138256
[2023.03.08-13.52.13:190][194]LogBlueprintUserMessages: [DayNightCycle_C_1] -163.249245
[2023.03.08-13.52.13:202][195]LogBlueprintUserMessages: [DayNightCycle_C_1] -163.366833
[2023.03.08-13.52.13:215][196]LogBlueprintUserMessages: [DayNightCycle_C_1] -163.491287
[2023.03.08-13.52.13:226][197]LogBlueprintUserMessages: [DayNightCycle_C_1] -163.617039
[2023.03.08-13.52.13:238][198]LogBlueprintUserMessages: [DayNightCycle_C_1] -163.730183
[2023.03.08-13.52.13:249][199]LogBlueprintUserMessages: [DayNightCycle_C_1] -163.849163
[2023.03.08-13.52.13:261][200]LogBlueprintUserMessages: [DayNightCycle_C_1] -163.960171
[2023.03.08-13.52.13:276][201]LogBlueprintUserMessages: [DayNightCycle_C_1] -164.080944
[2023.03.08-13.52.13:288][202]LogBlueprintUserMessages: [DayNightCycle_C_1] -164.234962
[2023.03.08-13.52.13:300][203]LogBlueprintUserMessages: [DayNightCycle_C_1] -164.355145
[2023.03.08-13.52.13:311][204]LogBlueprintUserMessages: [DayNightCycle_C_1] -164.474277
[2023.03.08-13.52.13:324][205]LogBlueprintUserMessages: [DayNightCycle_C_1] -164.587708
[2023.03.08-13.52.13:336][206]LogBlueprintUserMessages: [DayNightCycle_C_1] -164.717197
[2023.03.08-13.52.13:348][207]LogBlueprintUserMessages: [DayNightCycle_C_1] -164.838638
[2023.03.08-13.52.13:360][208]LogBlueprintUserMessages: [DayNightCycle_C_1] -164.957027
[2023.03.08-13.52.13:373][209]LogBlueprintUserMessages: [DayNightCycle_C_1] -165.077686
[2023.03.08-13.52.13:385][210]LogBlueprintUserMessages: [DayNightCycle_C_1] -165.203228
[2023.03.08-13.52.13:396][211]LogBlueprintUserMessages: [DayNightCycle_C_1] -165.327091
[2023.03.08-13.52.13:408][212]LogBlueprintUserMessages: [DayNightCycle_C_1] -165.441589
[2023.03.08-13.52.13:423][213]LogBlueprintUserMessages: [DayNightCycle_C_1] -165.559044
[2023.03.08-13.52.13:435][214]LogBlueprintUserMessages: [DayNightCycle_C_1] -165.713062
[2023.03.08-13.52.13:447][215]LogBlueprintUserMessages: [DayNightCycle_C_1] -165.826416
[2023.03.08-13.52.13:458][216]LogBlueprintUserMessages: [DayNightCycle_C_1] -165.951843
[2023.03.08-13.52.13:470][217]LogBlueprintUserMessages: [DayNightCycle_C_1] -166.062298
[2023.03.08-13.52.13:482][218]LogBlueprintUserMessages: [DayNightCycle_C_1] -166.17733
[2023.03.08-13.52.13:494][219]LogBlueprintUserMessages: [DayNightCycle_C_1] -166.299057
[2023.03.08-13.52.13:505][220]LogBlueprintUserMessages: [DayNightCycle_C_1] -166.417065
[2023.03.08-13.52.13:517][221]LogBlueprintUserMessages: [DayNightCycle_C_1] -166.535511
[2023.03.08-13.52.13:530][222]LogBlueprintUserMessages: [DayNightCycle_C_1] -166.648388
[2023.03.08-13.52.13:541][223]LogBlueprintUserMessages: [DayNightCycle_C_1] -166.777191
[2023.03.08-13.52.13:552][224]LogBlueprintUserMessages: [DayNightCycle_C_1] -166.893406
[2023.03.08-13.52.13:567][225]LogBlueprintUserMessages: [DayNightCycle_C_1] -167.00861
[2023.03.08-13.52.13:579][226]LogBlueprintUserMessages: [DayNightCycle_C_1] -167.153931
[2023.03.08-13.52.13:590][227]LogBlueprintUserMessages: [DayNightCycle_C_1] -167.272091
[2023.03.08-13.52.13:603][228]LogBlueprintUserMessages: [DayNightCycle_C_1] -167.39048
[2023.03.08-13.52.13:613][229]LogBlueprintUserMessages: [DayNightCycle_C_1] -167.512913
[2023.03.08-13.52.13:626][230]LogBlueprintUserMessages: [DayNightCycle_C_1] -167.620125
[2023.03.08-13.52.13:638][231]LogBlueprintUserMessages: [DayNightCycle_C_1] -167.748718
[2023.03.08-13.52.13:651][232]LogBlueprintUserMessages: [DayNightCycle_C_1] -167.865124
[2023.03.08-13.52.13:662][233]LogBlueprintUserMessages: [DayNightCycle_C_1] -167.988472
[2023.03.08-13.52.13:674][234]LogBlueprintUserMessages: [DayNightCycle_C_1] -168.104343
[2023.03.08-13.52.13:686][235]LogBlueprintUserMessages: [DayNightCycle_C_1] -168.220062
[2023.03.08-13.52.13:697][236]LogBlueprintUserMessages: [DayNightCycle_C_1] -168.341503
[2023.03.08-13.52.13:712][237]LogBlueprintUserMessages: [DayNightCycle_C_1] -168.456726
[2023.03.08-13.52.13:724][238]LogBlueprintUserMessages: [DayNightCycle_C_1] -168.603344
[2023.03.08-13.52.13:735][239]LogBlueprintUserMessages: [DayNightCycle_C_1] -168.721657
[2023.03.08-13.52.13:747][240]LogBlueprintUserMessages: [DayNightCycle_C_1] -168.834991
[2023.03.08-13.52.13:759][241]LogBlueprintUserMessages: [DayNightCycle_C_1] -168.953629
[2023.03.08-13.52.13:770][242]LogBlueprintUserMessages: [DayNightCycle_C_1] -169.072914
[2023.03.08-13.52.13:781][243]LogBlueprintUserMessages: [DayNightCycle_C_1] -169.185085
[2023.03.08-13.52.13:794][244]LogBlueprintUserMessages: [DayNightCycle_C_1] -169.300194
[2023.03.08-13.52.13:805][245]LogBlueprintUserMessages: [DayNightCycle_C_1] -169.424019
[2023.03.08-13.52.13:817][246]LogBlueprintUserMessages: [DayNightCycle_C_1] -169.536953
[2023.03.08-13.52.13:828][247]LogBlueprintUserMessages: [DayNightCycle_C_1] -169.655266
[2023.03.08-13.52.13:839][248]LogBlueprintUserMessages: [DayNightCycle_C_1] -169.768963
[2023.03.08-13.52.13:855][249]LogBlueprintUserMessages: [DayNightCycle_C_1] -169.884148
[2023.03.08-13.52.13:866][250]LogBlueprintUserMessages: [DayNightCycle_C_1] -170.041656
[2023.03.08-13.52.13:878][251]LogBlueprintUserMessages: [DayNightCycle_C_1] -170.153847
[2023.03.08-13.52.13:889][252]LogBlueprintUserMessages: [DayNightCycle_C_1] -170.269184
[2023.03.08-13.52.13:902][253]LogBlueprintUserMessages: [DayNightCycle_C_1] -170.385265
[2023.03.08-13.52.13:914][254]LogBlueprintUserMessages: [DayNightCycle_C_1] -170.511322
[2023.03.08-13.52.13:926][255]LogBlueprintUserMessages: [DayNightCycle_C_1] -170.633469
[2023.03.08-13.52.13:937][256]LogBlueprintUserMessages: [DayNightCycle_C_1] -170.748711
[2023.03.08-13.52.13:948][257]LogBlueprintUserMessages: [DayNightCycle_C_1] -170.863552
[2023.03.08-13.52.13:960][258]LogBlueprintUserMessages: [DayNightCycle_C_1] -170.975113
[2023.03.08-13.52.13:972][259]LogBlueprintUserMessages: [DayNightCycle_C_1] -171.096172
[2023.03.08-13.52.13:984][260]LogBlueprintUserMessages: [DayNightCycle_C_1] -171.21233
[2023.03.08-13.52.13:999][261]LogBlueprintUserMessages: [DayNightCycle_C_1] -171.331234
[2023.03.08-13.52.14:013][262]LogBlueprintUserMessages: [DayNightCycle_C_1] -171.491547
[2023.03.08-13.52.14:024][263]LogBlueprintUserMessages: [DayNightCycle_C_1] -171.616096
[2023.03.08-13.52.14:036][264]LogBlueprintUserMessages: [DayNightCycle_C_1] -171.72905
[2023.03.08-13.52.14:047][265]LogBlueprintUserMessages: [DayNightCycle_C_1] -171.845589
[2023.03.08-13.52.14:058][266]LogBlueprintUserMessages: [DayNightCycle_C_1] -171.957607
[2023.03.08-13.52.14:070][267]LogBlueprintUserMessages: [DayNightCycle_C_1] -172.072506
[2023.03.08-13.52.14:082][268]LogBlueprintUserMessages: [DayNightCycle_C_1] -172.187176
[2023.03.08-13.52.14:094][269]LogBlueprintUserMessages: [DayNightCycle_C_1] -172.310104
[2023.03.08-13.52.14:107][270]LogBlueprintUserMessages: [DayNightCycle_C_1] -172.427998
[2023.03.08-13.52.14:118][271]LogBlueprintUserMessages: [DayNightCycle_C_1] -172.559299
[2023.03.08-13.52.14:130][272]LogBlueprintUserMessages: [DayNightCycle_C_1] -172.675457
[2023.03.08-13.52.14:145][273]LogBlueprintUserMessages: [DayNightCycle_C_1] -172.791424
[2023.03.08-13.52.14:157][274]LogBlueprintUserMessages: [DayNightCycle_C_1] -172.944717
[2023.03.08-13.52.14:168][275]LogBlueprintUserMessages: [DayNightCycle_C_1] -173.060627
[2023.03.08-13.52.14:180][276]LogBlueprintUserMessages: [DayNightCycle_C_1] -173.174229
[2023.03.08-13.52.14:191][277]LogBlueprintUserMessages: [DayNightCycle_C_1] -173.291378
[2023.03.08-13.52.14:204][278]LogBlueprintUserMessages: [DayNightCycle_C_1] -173.41053
[2023.03.08-13.52.14:215][279]LogBlueprintUserMessages: [DayNightCycle_C_1] -173.53323
[2023.03.08-13.52.14:227][280]LogBlueprintUserMessages: [DayNightCycle_C_1] -173.648281
[2023.03.08-13.52.14:238][281]LogBlueprintUserMessages: [DayNightCycle_C_1] -173.768177
[2023.03.08-13.52.14:250][282]LogBlueprintUserMessages: [DayNightCycle_C_1] -173.881187
[2023.03.08-13.52.14:262][283]LogBlueprintUserMessages: [DayNightCycle_C_1] -173.998432
[2023.03.08-13.52.14:274][284]LogBlueprintUserMessages: [DayNightCycle_C_1] -174.120007
[2023.03.08-13.52.14:289][285]LogBlueprintUserMessages: [DayNightCycle_C_1] -174.237728
[2023.03.08-13.52.14:301][286]LogBlueprintUserMessages: [DayNightCycle_C_1] -174.388809
[2023.03.08-13.52.14:312][287]LogBlueprintUserMessages: [DayNightCycle_C_1] -174.508266
[2023.03.08-13.52.14:324][288]LogBlueprintUserMessages: [DayNightCycle_C_1] -174.621944
[2023.03.08-13.52.14:336][289]LogBlueprintUserMessages: [DayNightCycle_C_1] -174.743938
[2023.03.08-13.52.14:347][290]LogBlueprintUserMessages: [DayNightCycle_C_1] -174.860516
[2023.03.08-13.52.14:359][291]LogBlueprintUserMessages: [DayNightCycle_C_1] -174.972935
[2023.03.08-13.52.14:372][292]LogBlueprintUserMessages: [DayNightCycle_C_1] -175.098381
[2023.03.08-13.52.14:385][293]LogBlueprintUserMessages: [DayNightCycle_C_1] -175.226879
[2023.03.08-13.52.14:397][294]LogBlueprintUserMessages: [DayNightCycle_C_1] -175.351257
[2023.03.08-13.52.14:408][295]LogBlueprintUserMessages: [DayNightCycle_C_1] -175.473175
[2023.03.08-13.52.14:421][296]LogBlueprintUserMessages: [DayNightCycle_C_1] -175.583687
[2023.03.08-13.52.14:436][297]LogBlueprintUserMessages: [DayNightCycle_C_1] -175.709839
[2023.03.08-13.52.14:448][298]LogBlueprintUserMessages: [DayNightCycle_C_1] -175.865612
[2023.03.08-13.52.14:460][299]LogBlueprintUserMessages: [DayNightCycle_C_1] -175.98505
[2023.03.08-13.52.14:471][300]LogBlueprintUserMessages: [DayNightCycle_C_1] -176.106663
[2023.03.08-13.52.14:482][301]LogBlueprintUserMessages: [DayNightCycle_C_1] -176.217346
[2023.03.08-13.52.14:494][302]LogBlueprintUserMessages: [DayNightCycle_C_1] -176.332188
[2023.03.08-13.52.14:505][303]LogBlueprintUserMessages: [DayNightCycle_C_1] -176.447659
[2023.03.08-13.52.14:517][304]LogBlueprintUserMessages: [DayNightCycle_C_1] -176.567841
[2023.03.08-13.52.14:530][305]LogBlueprintUserMessages: [DayNightCycle_C_1] -176.679287
[2023.03.08-13.52.14:542][306]LogBlueprintUserMessages: [DayNightCycle_C_1] -176.803665
[2023.03.08-13.52.14:554][307]LogBlueprintUserMessages: [DayNightCycle_C_1] -176.933365
[2023.03.08-13.52.14:566][308]LogBlueprintUserMessages: [DayNightCycle_C_1] -177.046814
[2023.03.08-13.52.14:582][309]LogBlueprintUserMessages: [DayNightCycle_C_1] -177.165947
[2023.03.08-13.52.14:593][310]LogBlueprintUserMessages: [DayNightCycle_C_1] -177.323227
[2023.03.08-13.52.14:605][311]LogBlueprintUserMessages: [DayNightCycle_C_1] -177.438545
[2023.03.08-13.52.14:617][312]LogBlueprintUserMessages: [DayNightCycle_C_1] -177.560711
[2023.03.08-13.52.14:629][313]LogBlueprintUserMessages: [DayNightCycle_C_1] -177.680435
[2023.03.08-13.52.14:640][314]LogBlueprintUserMessages: [DayNightCycle_C_1] -177.792168
[2023.03.08-13.52.14:653][315]LogBlueprintUserMessages: [DayNightCycle_C_1] -177.908649
[2023.03.08-13.52.14:665][316]LogBlueprintUserMessages: [DayNightCycle_C_1] -178.032665
[2023.03.08-13.52.14:677][317]LogBlueprintUserMessages: [DayNightCycle_C_1] -178.156357
[2023.03.08-13.52.14:688][318]LogBlueprintUserMessages: [DayNightCycle_C_1] -178.274937
[2023.03.08-13.52.14:701][319]LogBlueprintUserMessages: [DayNightCycle_C_1] -178.393993
[2023.03.08-13.52.14:712][320]LogBlueprintUserMessages: [DayNightCycle_C_1] -178.515949
[2023.03.08-13.52.14:728][321]LogBlueprintUserMessages: [DayNightCycle_C_1] -178.63451
[2023.03.08-13.52.14:740][322]LogBlueprintUserMessages: [DayNightCycle_C_1] -178.788052
[2023.03.08-13.52.14:751][323]LogBlueprintUserMessages: [DayNightCycle_C_1] -178.912258
[2023.03.08-13.52.14:763][324]LogBlueprintUserMessages: [DayNightCycle_C_1] -179.025993
[2023.03.08-13.52.14:775][325]LogBlueprintUserMessages: [DayNightCycle_C_1] -179.140148
[2023.03.08-13.52.14:798][326]LogBlueprintUserMessages: [DayNightCycle_C_1] -179.257259
[2023.03.08-13.52.14:808][327]LogBlueprintUserMessages: [DayNightCycle_C_1] -179.490948
[2023.03.08-13.52.14:818][328]LogBlueprintUserMessages: [DayNightCycle_C_1] -179.596939
[2023.03.08-13.52.14:828][329]LogBlueprintUserMessages: [DayNightCycle_C_1] -179.694366
[2023.03.08-13.52.14:838][330]LogBlueprintUserMessages: [DayNightCycle_C_1] -179.796047
[2023.03.08-13.52.14:847][331]LogBlueprintUserMessages: [DayNightCycle_C_1] -179.895554
[2023.03.08-13.52.14:857][332]LogBlueprintUserMessages: [DayNightCycle_C_1] -179.990158
[2023.03.08-13.52.14:870][333]LogBlueprintUserMessages: [DayNightCycle_C_1] -180.085754
[2023.03.08-13.52.14:879][334]LogBlueprintUserMessages: [DayNightCycle_C_1] -180.216236
[2023.03.08-13.52.14:890][335]LogBlueprintUserMessages: [DayNightCycle_C_1] -180.308437
[2023.03.08-13.52.14:899][336]LogBlueprintUserMessages: [DayNightCycle_C_1] -180.415211
[2023.03.08-13.52.14:909][337]LogBlueprintUserMessages: [DayNightCycle_C_1] -180.510445
[2023.03.08-13.52.14:919][338]LogBlueprintUserMessages: [DayNightCycle_C_1] -180.60936
